"","n1","n2","n3","n4","n5","others","p1","p2","p3","p4","p5","sum"
"382",2,6,1,0,0,21,0.417,0.947,0.982,0.989,0.993,227
"383",3,4,2,0,0,21,0.549,0.898,0.97,0.983,0.993,227
"384",4,2,3,0,0,21,0.648,0.868,0.982,0.988,0.992,227
"385",5,0,4,0,0,21,0.738,0.783,0.975,0.983,0.987,227
"386",3,5,0,1,0,21,0.555,0.933,0.958,0.989,0.994,227
"387",4,3,1,1,0,21,0.649,0.905,0.957,0.985,0.993,227
"388",5,1,2,1,0,21,0.753,0.871,0.965,0.988,0.991,227
"389",0,4,5,1,0,20,0,0.738,0.972,0.986,0.994,227
"390",1,2,6,1,0,20,0.203,0.618,0.983,0.995,0.998,227
"391",5,2,0,2,0,21,0.763,0.916,0.935,0.984,0.993,227
"392",6,0,1,2,0,21,0.821,0.857,0.933,0.984,0.991,227
"393",0,5,3,2,0,20,0,0.816,0.957,0.991,0.995,227
"394",1,3,4,2,0,20,0.219,0.707,0.957,0.994,0.994,227
"395",2,1,5,2,0,20,0.415,0.614,0.956,0.997,0.999,227
"396",0,6,1,3,0,20,0,0.88,0.935,0.989,0.993,227
"397",1,4,2,3,0,20,0.251,0.812,0.925,0.99,0.996,227
"398",2,2,3,3,0,20,0.435,0.728,0.945,0.996,0.997,227
"399",3,0,4,3,0,20,0.548,0.592,0.929,0.995,0.998,227
"400",2,3,1,4,0,20,0.394,0.81,0.903,0.988,0.995,227
"401",4,4,0,0,1,21,0.654,0.931,0.954,0.971,0.991,227
"402",5,2,1,0,1,21,0.773,0.925,0.964,0.974,0.991,227
"403",6,0,2,0,1,21,0.829,0.865,0.961,0.974,0.995,227
"404",0,5,4,0,1,20,0,0.788,0.965,0.974,0.995,227
"405",1,3,5,0,1,20,0.22,0.729,0.977,0.989,0.995,227
"406",2,1,6,0,1,20,0.405,0.603,0.978,0.984,0.993,227
"407",6,1,0,1,1,21,0.825,0.913,0.941,0.972,0.988,227
"408",0,6,2,1,1,20,0,0.867,0.968,0.99,0.996,227
"409",1,4,3,1,1,20,0.259,0.794,0.96,0.983,0.993,227
"410",2,2,4,1,1,20,0.428,0.738,0.963,0.983,0.992,227
"411",3,0,5,1,1,20,0.559,0.609,0.957,0.985,0.994,227
"412",1,5,1,2,1,20,0.223,0.877,0.943,0.985,0.995,227
"413",2,3,2,2,1,20,0.403,0.796,0.932,0.984,0.995,227
"414",3,1,3,2,1,20,0.575,0.721,0.922,0.981,0.992,227
"415",4,0,2,3,1,20,0.685,0.734,0.909,0.987,0.994,227
"416",1,5,2,0,2,20,0.251,0.869,0.963,0.977,0.998,227
"417",2,3,3,0,2,20,0.405,0.803,0.959,0.973,0.995,227
"418",3,1,4,0,2,20,0.543,0.702,0.952,0.971,0.998,227
"419",1,6,0,1,2,20,0.245,0.908,0.939,0.964,0.994,227
"420",2,4,1,1,2,20,0.388,0.865,0.926,0.974,0.996,227
"421",3,2,2,1,2,20,0.575,0.817,0.943,0.977,0.996,227
"422",4,0,3,1,2,20,0.682,0.739,0.926,0.975,0.994,227
"423",3,3,0,2,2,20,0.558,0.869,0.901,0.973,0.999,227
"424",2,5,0,0,3,20,0.411,0.914,0.94,0.961,0.998,227
"425",3,3,1,0,3,20,0.54,0.861,0.937,0.953,0.995,227
"426",4,1,2,0,3,20,0.644,0.787,0.936,0.96,0.998,227
"427",4,2,0,1,3,20,0.666,0.87,0.907,0.953,0.997,227
"428",0,3,4,1,3,19,0,0.605,0.926,0.974,0.998,227
"429",1,2,3,2,3,19,0.209,0.594,0.902,0.977,0.999,227
"430",1,2,4,0,4,19,0.201,0.586,0.948,0.969,0.999,227
"431",3,5,1,0,0,21,0.54,0.936,0.971,0.979,0.986,226
"432",4,3,2,0,0,21,0.664,0.9,0.97,0.98,0.986,226
"433",5,1,3,0,0,21,0.758,0.862,0.97,0.979,0.985,226
"434",0,4,6,0,0,20,0,0.742,0.99,0.994,0.996,226
"435",4,4,0,1,0,21,0.707,0.939,0.961,0.985,0.99,226
"436",5,2,1,1,0,21,0.762,0.91,0.955,0.988,0.994,226
"437",6,0,2,1,0,21,0.829,0.856,0.959,0.983,0.99,226
"438",0,5,4,1,0,20,0,0.792,0.97,0.986,0.991,226
"439",1,3,5,1,0,20,0.227,0.727,0.975,0.994,0.998,226
"440",2,1,6,1,0,20,0.394,0.595,0.97,0.985,0.993,226
"441",6,1,0,2,0,21,0.787,0.901,0.926,0.988,0.994,226
"442",0,6,2,2,0,20,0,0.871,0.965,0.992,0.996,226
"443",1,4,3,2,0,20,0.219,0.808,0.957,0.99,0.992,226
"444",2,2,4,2,0,20,0.424,0.72,0.961,0.988,0.993,226
"445",3,0,5,2,0,20,0.553,0.593,0.959,0.991,0.995,226
"446",1,5,1,3,0,20,0.237,0.869,0.939,0.988,0.994,226
"447",2,3,2,3,0,20,0.43,0.813,0.936,0.989,0.995,226
"448",3,1,3,3,0,20,0.569,0.728,0.933,0.993,0.994,226
"449",3,2,1,4,0,20,0.582,0.828,0.913,0.999,0.999,226
"450",5,3,0,0,1,21,0.792,0.949,0.959,0.976,0.994,226
"451",6,1,1,0,1,21,0.835,0.917,0.964,0.973,0.991,226
"452",0,6,3,0,1,20,0,0.859,0.974,0.985,0.998,226
"453",1,4,4,0,1,20,0.213,0.797,0.969,0.974,0.99,226
"454",2,2,5,0,1,20,0.429,0.73,0.969,0.982,0.995,226
"455",3,0,6,0,1,20,0.56,0.608,0.984,0.991,0.994,226
"456",1,5,2,1,1,20,0.213,0.883,0.968,0.985,0.996,226
"457",2,3,3,1,1,20,0.439,0.832,0.967,0.994,0.996,226
"458",3,1,4,1,1,20,0.564,0.71,0.956,0.989,0.993,226
"459",1,6,0,2,1,20,0.215,0.904,0.936,0.98,0.996,226
"460",2,4,1,2,1,20,0.435,0.877,0.938,0.991,0.998,226
"461",3,2,2,2,1,20,0.565,0.807,0.929,0.979,0.997,226
"462",4,0,3,2,1,20,0.678,0.733,0.936,0.988,0.995,226
"463",3,3,0,3,1,20,0.582,0.875,0.903,0.983,0.992,226
"464",4,1,1,3,1,20,0.679,0.826,0.912,0.985,0.996,226
"465",1,6,1,0,2,20,0.234,0.919,0.961,0.969,0.995,226
"466",2,4,2,0,2,20,0.469,0.885,0.97,0.98,0.997,226
"467",3,2,3,0,2,20,0.572,0.824,0.96,0.976,0.994,226
"468",4,0,4,0,2,20,0.654,0.704,0.942,0.961,0.99,226
"469",2,5,0,1,2,20,0.432,0.893,0.929,0.966,0.99,226
"470",3,3,1,1,2,20,0.567,0.873,0.948,0.98,0.997,226
"471",4,1,2,1,2,20,0.669,0.795,0.931,0.967,0.992,226
"472",5,0,1,2,2,20,0.764,0.821,0.91,0.97,0.997,226
"473",0,3,4,2,2,19,0,0.593,0.938,0.988,1,226
"474",1,2,3,3,2,19,0.227,0.617,0.905,0.984,0.997,226
"475",3,4,0,0,3,20,0.562,0.894,0.927,0.954,0.998,226
"476",4,2,1,0,3,20,0.67,0.875,0.939,0.963,0.994,226
"477",5,0,2,0,3,20,0.777,0.817,0.94,0.957,0.996,226
"478",0,3,5,0,3,19,0,0.619,0.968,0.977,0.997,226
"479",0,4,3,1,3,19,0,0.727,0.945,0.977,0.997,226
"480",1,2,4,1,3,19,0.243,0.618,0.933,0.978,0.998,226
"481",0,5,1,2,3,19,0,0.808,0.902,0.972,0.999,226
"482",0,5,2,0,4,19,0,0.809,0.937,0.957,1,226
"483",1,3,3,0,4,19,0.25,0.732,0.941,0.956,0.999,226
"484",2,1,4,0,4,19,0.389,0.581,0.928,0.951,0.997,226
"485",1,4,1,1,4,19,0.22,0.808,0.906,0.958,0.998,226
"486",2,2,2,1,4,19,0.388,0.707,0.905,0.963,1,226
"487",3,6,0,0,0,21,0.569,0.961,0.978,0.99,0.993,225
"488",4,4,1,0,0,21,0.671,0.934,0.974,0.979,0.988,225
"489",5,2,2,0,0,21,0.775,0.905,0.982,0.988,0.993,225
"490",6,0,3,0,0,21,0.809,0.857,0.967,0.975,0.984,225
"491",0,5,5,0,0,20,0,0.808,0.991,0.995,0.997,225
"492",1,3,6,0,0,20,0.21,0.721,0.986,0.99,0.995,225
"493",5,3,0,1,0,21,0.758,0.944,0.961,0.986,0.996,225
"494",6,1,1,1,0,21,0.834,0.919,0.965,0.989,0.992,225
"495",0,6,3,1,0,20,0,0.866,0.976,0.992,0.995,225
"496",1,4,4,1,0,20,0.211,0.798,0.977,0.993,0.997,225
"497",2,2,5,1,0,20,0.412,0.727,0.973,0.991,0.993,225
"498",3,0,6,1,0,20,0.56,0.615,0.972,0.988,0.994,225
"499",1,5,2,2,0,20,0.233,0.872,0.969,0.996,0.998,225
"500",2,3,3,2,0,20,0.421,0.798,0.961,0.996,0.997,225
"501",3,1,4,2,0,20,0.586,0.729,0.958,0.988,0.989,225
"502",1,6,0,3,0,20,0.258,0.904,0.926,0.99,0.993,225
"503",2,4,1,3,0,20,0.411,0.866,0.923,0.993,0.998,225
"504",3,2,2,3,0,20,0.524,0.788,0.931,0.992,0.994,225
"505",4,0,3,3,0,20,0.686,0.728,0.932,0.993,0.994,225
"506",6,2,0,0,1,21,0.82,0.935,0.961,0.976,0.994,225
"507",1,5,3,0,1,20,0.24,0.845,0.977,0.983,0.993,225
"508",2,3,4,0,1,20,0.447,0.801,0.978,0.982,0.993,225
"509",3,1,5,0,1,20,0.57,0.726,0.981,0.99,0.999,225
"510",1,6,1,1,1,20,0.24,0.905,0.962,0.985,0.997,225
"511",2,4,2,1,1,20,0.395,0.883,0.958,0.983,0.997,225
"512",3,2,3,1,1,20,0.565,0.81,0.958,0.986,0.996,225
"513",4,0,4,1,1,20,0.676,0.724,0.963,0.988,0.995,225
"514",2,5,0,2,1,20,0.411,0.894,0.928,0.981,0.992,225
"515",3,3,1,2,1,20,0.55,0.871,0.943,0.986,0.995,225
"516",4,1,2,2,1,20,0.677,0.801,0.941,0.989,0.998,225
"517",5,0,1,3,1,20,0.776,0.819,0.908,0.989,0.993,225
"518",0,3,4,3,1,19,0,0.611,0.935,0.989,0.993,225
"519",0,4,2,4,1,19,0,0.74,0.902,0.992,0.996,225
"520",2,5,1,0,2,20,0.407,0.899,0.953,0.973,0.998,225
"521",3,3,2,0,2,20,0.548,0.848,0.956,0.973,0.992,225
"522",4,1,3,0,2,20,0.702,0.815,0.954,0.962,0.997,225
"523",3,4,0,1,2,20,0.551,0.89,0.92,0.968,0.994,225
"524",4,2,1,1,2,20,0.663,0.848,0.923,0.971,0.994,225
"525",5,0,2,1,2,20,0.75,0.803,0.933,0.97,0.992,225
"526",0,3,5,1,2,19,0,0.592,0.947,0.984,0.996,225
"527",0,4,3,2,2,19,0,0.733,0.936,0.986,0.996,225
"528",1,2,4,2,2,19,0.236,0.611,0.93,0.979,0.996,225
"529",1,3,2,3,2,19,0.225,0.696,0.901,0.991,0.998,225
"530",2,1,3,3,2,19,0.393,0.608,0.902,0.982,0.998,225
"531",5,1,1,0,3,20,0.755,0.857,0.939,0.959,0.995,225
"532",0,4,4,0,3,19,0,0.713,0.956,0.965,0.995,225
"533",1,2,5,0,3,19,0.225,0.602,0.962,0.979,1,225
"534",0,5,2,1,3,19,0,0.797,0.941,0.973,0.994,225
"535",1,3,3,1,3,19,0.202,0.713,0.932,0.976,0.998,225
"536",2,1,4,1,3,19,0.398,0.61,0.926,0.964,0.998,225
"537",0,6,0,2,3,19,0,0.885,0.91,0.979,0.998,225
"538",1,4,1,2,3,19,0.199,0.817,0.906,0.973,0.998,225
"539",0,6,1,0,4,19,0,0.863,0.932,0.951,0.996,225
"540",1,4,2,0,4,19,0.245,0.803,0.938,0.956,0.999,225
"541",2,2,3,0,4,19,0.395,0.701,0.939,0.956,0.998,225
"542",3,1,2,1,4,19,0.583,0.745,0.913,0.954,0.999,225
"543",4,5,0,0,0,21,0.646,0.959,0.978,0.986,0.99,224
"544",5,3,1,0,0,21,0.753,0.936,0.968,0.981,0.988,224
"545",6,1,2,0,0,21,0.837,0.907,0.979,0.989,0.991,224
"546",0,6,4,0,0,20,0,0.856,0.98,0.988,0.994,224
"547",1,4,5,0,0,20,0.242,0.809,0.979,0.99,0.996,224
"548",2,2,6,0,0,20,0.405,0.716,0.984,0.989,0.992,224
"549",6,2,0,1,0,21,0.821,0.936,0.949,0.976,0.987,224
"550",1,5,3,1,0,20,0.215,0.851,0.97,0.989,0.992,224
"551",2,3,4,1,0,20,0.401,0.798,0.972,0.988,0.993,224
"552",3,1,5,1,0,20,0.542,0.697,0.975,0.989,0.991,224
"553",1,6,1,2,0,20,0.229,0.901,0.96,0.99,0.991,224
"554",2,4,2,2,0,20,0.401,0.858,0.959,0.992,0.997,224
"555",3,2,3,2,0,20,0.55,0.799,0.955,0.99,0.995,224
"556",4,0,4,2,0,20,0.666,0.71,0.966,0.994,0.996,224
"557",2,5,0,3,0,20,0.411,0.901,0.931,0.99,0.994,224
"558",3,3,1,3,0,20,0.572,0.878,0.936,0.99,0.997,224
"559",4,1,2,3,0,20,0.662,0.788,0.921,0.993,0.994,224
"560",5,0,1,4,0,20,0.753,0.807,0.908,0.996,0.998,224
"561",0,3,4,4,0,19,0,0.607,0.944,0.994,0.998,224
"562",0,4,2,5,0,19,0,0.72,0.905,0.995,0.997,224
"563",1,2,3,5,0,19,0.225,0.608,0.905,0.997,0.998,224
"564",1,6,2,0,1,20,0.222,0.895,0.973,0.984,0.991,224
"565",2,4,3,0,1,20,0.415,0.839,0.963,0.978,0.993,224
"566",3,2,4,0,1,20,0.568,0.794,0.975,0.982,0.995,224
"567",4,0,5,0,1,20,0.663,0.721,0.975,0.983,0.996,224
"568",2,5,1,1,1,20,0.415,0.897,0.951,0.982,0.997,224
"569",3,3,2,1,1,20,0.57,0.874,0.966,0.986,0.995,224
"570",4,1,3,1,1,20,0.678,0.805,0.97,0.99,0.997,224
"571",3,4,0,2,1,20,0.591,0.913,0.925,0.989,0.995,224
"572",4,2,1,2,1,20,0.643,0.835,0.921,0.983,0.993,224
"573",5,0,2,2,1,20,0.743,0.789,0.938,0.983,0.995,224
"574",0,3,5,2,1,19,0,0.598,0.955,0.988,0.996,224
"575",5,1,0,3,1,20,0.754,0.872,0.906,0.988,0.996,224
"576",0,4,3,3,1,19,0,0.713,0.936,0.99,0.999,224
"577",1,2,4,3,1,19,0.251,0.623,0.939,0.994,0.999,224
"578",0,5,1,4,1,19,0,0.814,0.919,0.995,1,224
"579",1,3,2,4,1,19,0.237,0.735,0.91,0.996,0.999,224
"580",2,6,0,0,2,20,0.409,0.935,0.954,0.968,0.995,224
"581",3,4,1,0,2,20,0.554,0.914,0.951,0.961,0.996,224
"582",4,2,2,0,2,20,0.675,0.855,0.948,0.968,0.997,224
"583",5,0,3,0,2,20,0.761,0.798,0.963,0.973,0.993,224
"584",0,3,6,0,2,19,0,0.605,0.972,0.986,0.998,224
"585",4,3,0,1,2,20,0.676,0.907,0.928,0.974,0.991,224
"586",5,1,1,1,2,20,0.771,0.875,0.94,0.974,0.994,224
"587",0,4,4,1,2,19,0,0.732,0.966,0.985,0.999,224
"588",1,2,5,1,2,19,0.212,0.579,0.954,0.979,0.995,224
"589",0,5,2,2,2,19,0,0.789,0.928,0.982,0.997,224
"590",1,3,3,2,2,19,0.24,0.736,0.94,0.983,0.998,224
"591",2,1,4,2,2,19,0.427,0.642,0.938,0.989,0.998,224
"592",2,2,2,3,2,19,0.431,0.735,0.901,0.989,1,224
"593",3,0,3,3,2,19,0.591,0.631,0.906,0.984,0.997,224
"594",6,0,1,0,3,20,0.825,0.862,0.932,0.955,0.995,224
"595",0,5,3,0,3,19,0,0.817,0.954,0.977,0.998,224
"596",1,3,4,0,3,19,0.257,0.742,0.964,0.974,0.996,224
"597",2,1,5,0,3,19,0.406,0.592,0.951,0.966,0.998,224
"598",0,6,1,1,3,19,0,0.856,0.915,0.967,0.997,224
"599",1,4,2,1,3,19,0.234,0.807,0.942,0.978,0.999,224
"600",2,2,3,1,3,19,0.385,0.729,0.941,0.978,1,224
"601",3,0,4,1,3,19,0.564,0.621,0.938,0.973,0.995,224
"602",1,5,0,2,3,19,0.253,0.865,0.903,0.977,1,224
"603",2,3,2,0,4,19,0.423,0.808,0.936,0.954,0.998,224
"604",3,1,3,0,4,19,0.554,0.712,0.939,0.957,0.998,224
"605",2,4,0,1,4,19,0.398,0.869,0.901,0.954,1,224
"606",3,2,1,1,4,19,0.582,0.823,0.911,0.954,0.997,224
"607",4,0,2,1,4,19,0.663,0.714,0.91,0.958,0.999,224
"608",5,4,0,0,0,21,0.734,0.953,0.968,0.981,0.99,223
"609",6,2,1,0,0,21,0.832,0.944,0.974,0.98,0.988,223
"610",1,5,4,0,0,20,0.225,0.867,0.987,0.994,0.997,223
"611",2,3,5,0,0,20,0.385,0.809,0.978,0.985,0.993,223
"612",3,1,6,0,0,20,0.555,0.734,0.985,0.991,0.997,223
"613",1,6,2,1,0,20,0.227,0.914,0.981,0.995,0.996,223
"614",2,4,3,1,0,20,0.374,0.866,0.978,0.989,0.994,223
"615",3,2,4,1,0,20,0.557,0.804,0.975,0.992,0.993,223
"616",4,0,5,1,0,20,0.659,0.699,0.977,0.988,0.996,223
"617",2,5,1,2,0,20,0.424,0.898,0.956,0.991,0.994,223
"618",3,3,2,2,0,20,0.541,0.858,0.953,0.995,1,223
"619",4,1,3,2,0,20,0.669,0.8,0.959,0.994,0.995,223
"620",3,4,0,3,0,20,0.546,0.901,0.929,0.988,0.996,223
"621",4,2,1,3,0,20,0.68,0.87,0.942,0.991,0.996,223
"622",5,0,2,3,0,20,0.75,0.793,0.925,0.991,0.994,223
"623",0,3,5,3,0,19,0,0.609,0.966,0.995,0.998,223
"624",5,1,0,4,0,20,0.761,0.876,0.909,0.989,0.993,223
"625",0,4,3,4,0,19,0,0.735,0.937,0.996,0.997,223
"626",1,2,4,4,0,19,0.229,0.603,0.922,0.996,0.997,223
"627",2,5,2,0,1,20,0.414,0.914,0.974,0.981,0.99,223
"628",3,3,3,0,1,20,0.55,0.872,0.972,0.984,1,223
"629",4,1,4,0,1,20,0.67,0.804,0.973,0.984,0.996,223
"630",2,6,0,1,1,20,0.404,0.949,0.961,0.986,0.999,223
"631",3,4,1,1,1,20,0.553,0.905,0.957,0.98,0.996,223
"632",4,2,2,1,1,20,0.662,0.857,0.952,0.987,0.997,223
"633",5,0,3,1,1,20,0.757,0.806,0.961,0.987,0.995,223
"634",0,3,6,1,1,19,0,0.573,0.975,0.992,0.998,223
"635",4,3,0,2,1,20,0.678,0.917,0.935,0.979,0.992,223
"636",5,1,1,2,1,20,0.77,0.867,0.932,0.982,0.994,223
"637",0,4,4,2,1,19,0,0.747,0.966,0.998,0.998,223
"638",1,2,5,2,1,19,0.251,0.633,0.953,0.994,0.998,223
"639",0,5,2,3,1,19,0,0.792,0.931,0.99,0.996,223
"640",1,3,3,3,1,19,0.253,0.724,0.927,0.99,0.999,223
"641",2,1,4,3,1,19,0.424,0.641,0.948,0.988,0.996,223
"642",1,4,1,4,1,19,0.221,0.817,0.901,0.992,0.996,223
"643",2,2,2,4,1,19,0.4,0.71,0.909,0.997,1,223
"644",3,5,0,0,2,20,0.58,0.949,0.97,0.982,0.997,223
"645",4,3,1,0,2,20,0.677,0.914,0.964,0.971,0.992,223
"646",5,1,2,0,2,20,0.784,0.877,0.959,0.972,0.996,223
"647",0,4,5,0,2,19,0,0.742,0.979,0.984,0.998,223
"648",1,2,6,0,2,19,0.253,0.631,0.978,0.984,0.998,223
"649",5,2,0,1,2,20,0.737,0.885,0.927,0.962,0.991,223
"650",6,0,1,1,2,20,0.835,0.885,0.941,0.978,0.997,223
"651",0,5,3,1,2,19,0,0.787,0.956,0.982,0.997,223
"652",1,3,4,1,2,19,0.228,0.71,0.949,0.98,0.997,223
"653",2,1,5,1,2,19,0.428,0.618,0.955,0.978,0.998,223
"654",0,6,1,2,2,19,0,0.854,0.921,0.981,0.996,223
"655",1,4,2,2,2,19,0.243,0.808,0.931,0.976,0.998,223
"656",2,2,3,2,2,19,0.405,0.713,0.928,0.981,0.997,223
"657",3,0,4,2,2,19,0.542,0.582,0.935,0.987,0.999,223
"658",0,6,2,0,3,19,0,0.873,0.96,0.975,0.997,223
"659",1,4,3,0,3,19,0.25,0.796,0.953,0.968,0.994,223
"660",2,2,4,0,3,19,0.418,0.7,0.956,0.971,1,223
"661",3,0,5,0,3,19,0.535,0.581,0.964,0.984,0.998,223
"662",1,5,1,1,3,19,0.247,0.868,0.938,0.973,0.997,223
"663",2,3,2,1,3,19,0.411,0.801,0.935,0.971,0.996,223
"664",3,1,3,1,3,19,0.55,0.712,0.931,0.968,0.996,223
"665",4,0,2,2,3,19,0.677,0.724,0.901,0.979,0.998,223
"666",2,4,1,0,4,19,0.384,0.866,0.931,0.953,0.999,223
"667",4,0,3,0,4,19,0.687,0.735,0.936,0.96,1,223
"668",4,1,1,1,4,19,0.696,0.813,0.91,0.955,0.995,223
"669",0,4,2,1,5,18,0,0.733,0.913,0.964,1,223
"670",6,3,0,0,0,21,0.828,0.956,0.974,0.983,0.988,222
"671",1,6,3,0,0,20,0.199,0.901,0.987,0.994,0.997,222
"672",2,4,4,0,0,20,0.4,0.861,0.987,0.994,0.999,222
"673",3,2,5,0,0,20,0.563,0.789,0.986,0.991,0.994,222
"674",4,0,6,0,0,20,0.659,0.718,0.987,0.992,0.996,222
"675",2,5,2,1,0,20,0.445,0.91,0.984,0.995,0.998,222
"676",3,3,3,1,0,20,0.55,0.855,0.974,0.991,0.994,222
"677",4,1,4,1,0,20,0.676,0.805,0.975,0.989,0.994,222
"678",2,6,0,2,0,20,0.403,0.937,0.962,0.995,0.996,222
"679",3,4,1,2,0,20,0.549,0.904,0.955,0.993,0.994,222
"680",4,2,2,2,0,20,0.672,0.875,0.966,0.992,0.996,222
"681",5,0,3,2,0,20,0.74,0.795,0.96,0.988,0.994,222
"682",0,3,6,2,0,19,0,0.582,0.977,0.994,0.996,222
"683",4,3,0,3,0,20,0.673,0.9,0.92,0.991,0.994,222
"684",5,1,1,3,0,20,0.754,0.867,0.929,0.993,0.996,222
"685",0,4,4,3,0,19,0,0.706,0.961,0.995,0.998,222
"686",1,2,5,3,0,19,0.207,0.593,0.956,0.999,0.999,222
"687",0,5,2,4,0,19,0,0.8,0.934,0.991,0.994,222
"688",1,3,3,4,0,19,0.222,0.713,0.931,0.995,0.999,222
"689",2,1,4,4,0,19,0.419,0.606,0.923,0.995,0.996,222
"690",2,2,2,5,0,19,0.431,0.729,0.909,0.999,1,222
"691",2,6,1,0,1,20,0.425,0.948,0.976,0.982,0.993,222
"692",3,4,2,0,1,20,0.567,0.895,0.972,0.98,0.994,222
"693",4,2,3,0,1,20,0.691,0.876,0.977,0.985,0.994,222
"694",5,0,4,0,1,20,0.764,0.815,0.976,0.984,0.995,222
"695",3,5,0,1,1,20,0.548,0.924,0.946,0.978,0.992,222
"696",4,3,1,1,1,20,0.672,0.91,0.952,0.98,0.993,222
"697",5,1,2,1,1,20,0.768,0.869,0.965,0.987,0.997,222
"698",0,4,5,1,1,19,0,0.711,0.977,0.994,0.996,222
"699",1,2,6,1,1,19,0.212,0.619,0.979,0.996,1,222
"700",5,2,0,2,1,20,0.749,0.898,0.929,0.983,0.994,222
"701",6,0,1,2,1,20,0.809,0.844,0.923,0.989,0.997,222
"702",0,5,3,2,1,19,0,0.807,0.954,0.988,0.997,222
"703",1,3,4,2,1,19,0.222,0.71,0.956,0.992,0.998,222
"704",2,1,5,2,1,19,0.41,0.612,0.964,0.994,1,222
"705",0,6,1,3,1,19,0,0.87,0.933,0.992,0.996,222
"706",1,4,2,3,1,19,0.216,0.801,0.925,0.992,0.996,222
"707",2,2,3,3,1,19,0.396,0.715,0.939,0.993,0.998,222
"708",3,0,4,3,1,19,0.536,0.582,0.937,0.99,0.997,222
"709",3,1,2,4,1,19,0.585,0.726,0.906,0.981,0.993,222
"710",4,4,0,0,2,20,0.672,0.938,0.957,0.976,0.996,222
"711",5,2,1,0,2,20,0.771,0.921,0.963,0.974,0.996,222
"712",6,0,2,0,2,20,0.813,0.857,0.963,0.977,0.998,222
"713",0,5,4,0,2,19,0,0.799,0.966,0.982,0.996,222
"714",1,3,5,0,2,19,0.222,0.709,0.977,0.984,0.997,222
"715",2,1,6,0,2,19,0.393,0.614,0.983,0.99,1,222
"716",6,1,0,1,2,20,0.818,0.91,0.94,0.975,0.99,222
"717",0,6,2,1,2,19,0,0.848,0.953,0.98,0.997,222
"718",1,4,3,1,2,19,0.219,0.805,0.954,0.979,0.997,222
"719",2,2,4,1,2,19,0.431,0.713,0.963,0.988,1,222
"720",3,0,5,1,2,19,0.563,0.617,0.961,0.983,0.995,222
"721",1,5,1,2,2,19,0.222,0.888,0.941,0.987,1,222
"722",2,3,2,2,2,19,0.41,0.798,0.936,0.988,1,222
"723",3,1,3,2,2,19,0.548,0.711,0.922,0.986,0.997,222
"724",1,5,2,0,3,19,0.236,0.877,0.962,0.979,0.998,222
"725",2,3,3,0,3,19,0.405,0.791,0.952,0.967,0.994,222
"726",3,1,4,0,3,19,0.564,0.73,0.946,0.96,0.999,222
"727",1,6,0,1,3,19,0.23,0.913,0.934,0.973,0.995,222
"728",2,4,1,1,3,19,0.41,0.858,0.932,0.977,0.998,222
"729",3,2,2,1,3,19,0.575,0.817,0.935,0.972,0.997,222
"730",4,0,3,1,3,19,0.658,0.708,0.933,0.974,0.998,222
"731",2,5,0,0,4,19,0.392,0.897,0.924,0.955,0.999,222
"732",3,3,1,0,4,19,0.596,0.884,0.939,0.955,0.998,222
"733",0,3,4,1,4,18,0,0.613,0.934,0.977,0.998,222
"734",0,4,3,0,5,18,0,0.706,0.928,0.954,0.997,222
"735",1,2,4,0,5,18,0.234,0.618,0.946,0.965,1,222
"736",1,3,2,1,5,18,0.229,0.732,0.908,0.953,0.998,222
"737",2,5,3,0,0,20,0.381,0.901,0.982,0.987,0.991,221
"738",3,3,4,0,0,20,0.554,0.867,0.989,0.993,0.996,221
"739",4,1,5,0,0,20,0.65,0.78,0.985,0.99,0.992,221
"740",2,6,1,1,0,20,0.407,0.937,0.972,0.993,0.997,221
"741",3,4,2,1,0,20,0.561,0.916,0.969,0.992,0.995,221
"742",4,2,3,1,0,20,0.68,0.867,0.979,0.992,0.998,221
"743",5,0,4,1,0,20,0.773,0.81,0.971,0.989,0.995,221
"744",3,5,0,2,0,20,0.542,0.936,0.956,0.985,0.991,221
"745",4,3,1,2,0,20,0.668,0.913,0.957,0.992,0.995,221
"746",5,1,2,2,0,20,0.743,0.855,0.955,0.992,0.995,221
"747",0,4,5,2,0,19,0,0.709,0.975,0.994,0.996,221
"748",1,2,6,2,0,19,0.228,0.615,0.973,0.992,0.999,221
"749",5,2,0,3,0,20,0.766,0.917,0.948,0.99,0.995,221
"750",6,0,1,3,0,20,0.811,0.862,0.93,0.995,0.995,221
"751",0,5,3,3,0,19,0,0.775,0.962,0.995,0.999,221
"752",1,3,4,3,0,19,0.221,0.726,0.96,0.996,0.997,221
"753",2,1,5,3,0,19,0.425,0.608,0.959,0.998,1,221
"754",0,6,1,4,0,19,0,0.861,0.928,0.994,0.996,221
"755",1,4,2,4,0,19,0.241,0.788,0.925,0.996,0.999,221
"756",2,2,3,4,0,19,0.396,0.727,0.937,0.993,0.998,221
"757",3,0,4,4,0,19,0.552,0.602,0.926,0.998,1,221
"758",3,5,1,0,1,20,0.557,0.943,0.982,0.987,0.994,221
"759",4,3,2,0,1,20,0.667,0.911,0.972,0.981,0.995,221
"760",5,1,3,0,1,20,0.755,0.877,0.979,0.989,0.998,221
"761",0,4,6,0,1,19,0,0.721,0.986,0.992,0.997,221
"762",4,4,0,1,1,20,0.654,0.932,0.945,0.973,0.99,221
